The Absolute Way;Relative Way;Class
C:\labs\pp_lab3\dataset\dataset_number\2527.jpg;dataset/dataset_number/2527.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7512.jpg;dataset/dataset_number/7512.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6357.jpg;dataset/dataset_number/6357.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6584.jpg;dataset/dataset_number/6584.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8747.jpg;dataset/dataset_number/8747.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2895.jpg;dataset/dataset_number/2895.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6386.jpg;dataset/dataset_number/6386.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0639.jpg;dataset/dataset_number/0639.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1268.jpg;dataset/dataset_number/1268.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6340.jpg;dataset/dataset_number/6340.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5635.jpg;dataset/dataset_number/5635.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1257.jpg;dataset/dataset_number/1257.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5701.jpg;dataset/dataset_number/5701.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6266.jpg;dataset/dataset_number/6266.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7777.jpg;dataset/dataset_number/7777.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9363.jpg;dataset/dataset_number/9363.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5666.jpg;dataset/dataset_number/5666.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5095.jpg;dataset/dataset_number/5095.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5490.jpg;dataset/dataset_number/5490.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6953.jpg;dataset/dataset_number/6953.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0416.jpg;dataset/dataset_number/0416.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7928.jpg;dataset/dataset_number/7928.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8091.jpg;dataset/dataset_number/8091.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2406.jpg;dataset/dataset_number/2406.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4215.jpg;dataset/dataset_number/4215.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3553.jpg;dataset/dataset_number/3553.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7843.jpg;dataset/dataset_number/7843.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8903.jpg;dataset/dataset_number/8903.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7735.jpg;dataset/dataset_number/7735.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0213.jpg;dataset/dataset_number/0213.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2745.jpg;dataset/dataset_number/2745.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2443.jpg;dataset/dataset_number/2443.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5119.jpg;dataset/dataset_number/5119.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4014.jpg;dataset/dataset_number/4014.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1500.jpg;dataset/dataset_number/1500.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8553.jpg;dataset/dataset_number/8553.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7245.jpg;dataset/dataset_number/7245.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0380.jpg;dataset/dataset_number/0380.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0253.jpg;dataset/dataset_number/0253.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3065.jpg;dataset/dataset_number/3065.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2170.jpg;dataset/dataset_number/2170.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2217.jpg;dataset/dataset_number/2217.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1684.jpg;dataset/dataset_number/1684.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2834.jpg;dataset/dataset_number/2834.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9343.jpg;dataset/dataset_number/9343.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6798.jpg;dataset/dataset_number/6798.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8574.jpg;dataset/dataset_number/8574.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0957.jpg;dataset/dataset_number/0957.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9841.jpg;dataset/dataset_number/9841.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1281.jpg;dataset/dataset_number/1281.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8870.jpg;dataset/dataset_number/8870.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7804.jpg;dataset/dataset_number/7804.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4266.jpg;dataset/dataset_number/4266.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8018.jpg;dataset/dataset_number/8018.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4206.jpg;dataset/dataset_number/4206.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6623.jpg;dataset/dataset_number/6623.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6949.jpg;dataset/dataset_number/6949.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7497.jpg;dataset/dataset_number/7497.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4963.jpg;dataset/dataset_number/4963.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2339.jpg;dataset/dataset_number/2339.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0653.jpg;dataset/dataset_number/0653.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1349.jpg;dataset/dataset_number/1349.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0135.jpg;dataset/dataset_number/0135.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2627.jpg;dataset/dataset_number/2627.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5758.jpg;dataset/dataset_number/5758.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6259.jpg;dataset/dataset_number/6259.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3601.jpg;dataset/dataset_number/3601.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1755.jpg;dataset/dataset_number/1755.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1881.jpg;dataset/dataset_number/1881.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1403.jpg;dataset/dataset_number/1403.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2367.jpg;dataset/dataset_number/2367.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9485.jpg;dataset/dataset_number/9485.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1543.jpg;dataset/dataset_number/1543.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6440.jpg;dataset/dataset_number/6440.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2344.jpg;dataset/dataset_number/2344.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0692.jpg;dataset/dataset_number/0692.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1367.jpg;dataset/dataset_number/1367.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6874.jpg;dataset/dataset_number/6874.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8003.jpg;dataset/dataset_number/8003.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7197.jpg;dataset/dataset_number/7197.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0040.jpg;dataset/dataset_number/0040.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6565.jpg;dataset/dataset_number/6565.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5140.jpg;dataset/dataset_number/5140.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5407.jpg;dataset/dataset_number/5407.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1012.jpg;dataset/dataset_number/1012.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5362.jpg;dataset/dataset_number/5362.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5509.jpg;dataset/dataset_number/5509.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9196.jpg;dataset/dataset_number/9196.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7533.jpg;dataset/dataset_number/7533.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7510.jpg;dataset/dataset_number/7510.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7911.jpg;dataset/dataset_number/7911.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4837.jpg;dataset/dataset_number/4837.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7847.jpg;dataset/dataset_number/7847.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4021.jpg;dataset/dataset_number/4021.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4893.jpg;dataset/dataset_number/4893.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7810.jpg;dataset/dataset_number/7810.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7035.jpg;dataset/dataset_number/7035.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7658.jpg;dataset/dataset_number/7658.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7884.jpg;dataset/dataset_number/7884.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4962.jpg;dataset/dataset_number/4962.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9679.jpg;dataset/dataset_number/9679.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0424.jpg;dataset/dataset_number/0424.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5807.jpg;dataset/dataset_number/5807.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3160.jpg;dataset/dataset_number/3160.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0433.jpg;dataset/dataset_number/0433.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6495.jpg;dataset/dataset_number/6495.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5162.jpg;dataset/dataset_number/5162.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0524.jpg;dataset/dataset_number/0524.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0629.jpg;dataset/dataset_number/0629.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7453.jpg;dataset/dataset_number/7453.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9467.jpg;dataset/dataset_number/9467.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9003.jpg;dataset/dataset_number/9003.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9962.jpg;dataset/dataset_number/9962.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0145.jpg;dataset/dataset_number/0145.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9233.jpg;dataset/dataset_number/9233.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2409.jpg;dataset/dataset_number/2409.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7703.jpg;dataset/dataset_number/7703.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2772.jpg;dataset/dataset_number/2772.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0456.jpg;dataset/dataset_number/0456.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5049.jpg;dataset/dataset_number/5049.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2917.jpg;dataset/dataset_number/2917.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5718.jpg;dataset/dataset_number/5718.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7967.jpg;dataset/dataset_number/7967.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5479.jpg;dataset/dataset_number/5479.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2760.jpg;dataset/dataset_number/2760.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9324.jpg;dataset/dataset_number/9324.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6756.jpg;dataset/dataset_number/6756.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7239.jpg;dataset/dataset_number/7239.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3365.jpg;dataset/dataset_number/3365.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7386.jpg;dataset/dataset_number/7386.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5805.jpg;dataset/dataset_number/5805.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7706.jpg;dataset/dataset_number/7706.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4260.jpg;dataset/dataset_number/4260.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0720.jpg;dataset/dataset_number/0720.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0009.jpg;dataset/dataset_number/0009.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1089.jpg;dataset/dataset_number/1089.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4538.jpg;dataset/dataset_number/4538.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8659.jpg;dataset/dataset_number/8659.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7506.jpg;dataset/dataset_number/7506.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8253.jpg;dataset/dataset_number/8253.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7101.jpg;dataset/dataset_number/7101.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9931.jpg;dataset/dataset_number/9931.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6789.jpg;dataset/dataset_number/6789.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3925.jpg;dataset/dataset_number/3925.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9639.jpg;dataset/dataset_number/9639.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2489.jpg;dataset/dataset_number/2489.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0475.jpg;dataset/dataset_number/0475.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9822.jpg;dataset/dataset_number/9822.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3239.jpg;dataset/dataset_number/3239.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5090.jpg;dataset/dataset_number/5090.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3746.jpg;dataset/dataset_number/3746.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7641.jpg;dataset/dataset_number/7641.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3585.jpg;dataset/dataset_number/3585.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8159.jpg;dataset/dataset_number/8159.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6106.jpg;dataset/dataset_number/6106.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9366.jpg;dataset/dataset_number/9366.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4674.jpg;dataset/dataset_number/4674.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5307.jpg;dataset/dataset_number/5307.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9758.jpg;dataset/dataset_number/9758.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2383.jpg;dataset/dataset_number/2383.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1966.jpg;dataset/dataset_number/1966.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7960.jpg;dataset/dataset_number/7960.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6393.jpg;dataset/dataset_number/6393.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8438.jpg;dataset/dataset_number/8438.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5558.jpg;dataset/dataset_number/5558.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1321.jpg;dataset/dataset_number/1321.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0063.jpg;dataset/dataset_number/0063.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7364.jpg;dataset/dataset_number/7364.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2332.jpg;dataset/dataset_number/2332.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7192.jpg;dataset/dataset_number/7192.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3788.jpg;dataset/dataset_number/3788.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6317.jpg;dataset/dataset_number/6317.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9947.jpg;dataset/dataset_number/9947.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2107.jpg;dataset/dataset_number/2107.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0832.jpg;dataset/dataset_number/0832.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8845.jpg;dataset/dataset_number/8845.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4466.jpg;dataset/dataset_number/4466.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7696.jpg;dataset/dataset_number/7696.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4392.jpg;dataset/dataset_number/4392.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7285.jpg;dataset/dataset_number/7285.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3050.jpg;dataset/dataset_number/3050.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8998.jpg;dataset/dataset_number/8998.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4476.jpg;dataset/dataset_number/4476.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8763.jpg;dataset/dataset_number/8763.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9031.jpg;dataset/dataset_number/9031.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2585.jpg;dataset/dataset_number/2585.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0128.jpg;dataset/dataset_number/0128.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6923.jpg;dataset/dataset_number/6923.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2989.jpg;dataset/dataset_number/2989.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2079.jpg;dataset/dataset_number/2079.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9139.jpg;dataset/dataset_number/9139.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7100.jpg;dataset/dataset_number/7100.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3121.jpg;dataset/dataset_number/3121.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2554.jpg;dataset/dataset_number/2554.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5312.jpg;dataset/dataset_number/5312.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3234.jpg;dataset/dataset_number/3234.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7003.jpg;dataset/dataset_number/7003.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7525.jpg;dataset/dataset_number/7525.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1385.jpg;dataset/dataset_number/1385.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3019.jpg;dataset/dataset_number/3019.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3445.jpg;dataset/dataset_number/3445.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1751.jpg;dataset/dataset_number/1751.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4931.jpg;dataset/dataset_number/4931.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0828.jpg;dataset/dataset_number/0828.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2481.jpg;dataset/dataset_number/2481.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2363.jpg;dataset/dataset_number/2363.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2197.jpg;dataset/dataset_number/2197.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2244.jpg;dataset/dataset_number/2244.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2182.jpg;dataset/dataset_number/2182.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7171.jpg;dataset/dataset_number/7171.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6493.jpg;dataset/dataset_number/6493.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9187.jpg;dataset/dataset_number/9187.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8751.jpg;dataset/dataset_number/8751.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8850.jpg;dataset/dataset_number/8850.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4938.jpg;dataset/dataset_number/4938.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4955.jpg;dataset/dataset_number/4955.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7262.jpg;dataset/dataset_number/7262.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9764.jpg;dataset/dataset_number/9764.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3584.jpg;dataset/dataset_number/3584.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3944.jpg;dataset/dataset_number/3944.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2488.jpg;dataset/dataset_number/2488.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2537.jpg;dataset/dataset_number/2537.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3000.jpg;dataset/dataset_number/3000.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9474.jpg;dataset/dataset_number/9474.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9166.jpg;dataset/dataset_number/9166.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0210.jpg;dataset/dataset_number/0210.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7048.jpg;dataset/dataset_number/7048.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2264.jpg;dataset/dataset_number/2264.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7803.jpg;dataset/dataset_number/7803.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8516.jpg;dataset/dataset_number/8516.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1683.jpg;dataset/dataset_number/1683.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5360.jpg;dataset/dataset_number/5360.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1115.jpg;dataset/dataset_number/1115.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6980.jpg;dataset/dataset_number/6980.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4714.jpg;dataset/dataset_number/4714.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9640.jpg;dataset/dataset_number/9640.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8865.jpg;dataset/dataset_number/8865.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6455.jpg;dataset/dataset_number/6455.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5029.jpg;dataset/dataset_number/5029.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4330.jpg;dataset/dataset_number/4330.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7343.jpg;dataset/dataset_number/7343.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9688.jpg;dataset/dataset_number/9688.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3375.jpg;dataset/dataset_number/3375.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5517.jpg;dataset/dataset_number/5517.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7261.jpg;dataset/dataset_number/7261.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6220.jpg;dataset/dataset_number/6220.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6712.jpg;dataset/dataset_number/6712.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4317.jpg;dataset/dataset_number/4317.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2090.jpg;dataset/dataset_number/2090.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0173.jpg;dataset/dataset_number/0173.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8141.jpg;dataset/dataset_number/8141.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7623.jpg;dataset/dataset_number/7623.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3062.jpg;dataset/dataset_number/3062.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6346.jpg;dataset/dataset_number/6346.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1113.jpg;dataset/dataset_number/1113.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0107.jpg;dataset/dataset_number/0107.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3083.jpg;dataset/dataset_number/3083.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\6328.jpg;dataset/dataset_number/6328.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4745.jpg;dataset/dataset_number/4745.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5217.jpg;dataset/dataset_number/5217.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4194.jpg;dataset/dataset_number/4194.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9350.jpg;dataset/dataset_number/9350.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3952.jpg;dataset/dataset_number/3952.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0232.jpg;dataset/dataset_number/0232.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9944.jpg;dataset/dataset_number/9944.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\5480.jpg;dataset/dataset_number/5480.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\1198.jpg;dataset/dataset_number/1198.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\8177.jpg;dataset/dataset_number/8177.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\7294.jpg;dataset/dataset_number/7294.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\3327.jpg;dataset/dataset_number/3327.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\0476.jpg;dataset/dataset_number/0476.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\4352.jpg;dataset/dataset_number/4352.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\9771.jpg;dataset/dataset_number/9771.jpg;zebra
C:\labs\pp_lab3\dataset\dataset_number\2091.jpg;dataset/dataset_number/2091.jpg;zebra
